State,NCESID,District,Included in national analysis,Included in nonwhite & white analysis,Included in nonwhite pov & white pov analysis,Racial concentration,Poverty,Urbanicity,Enrollment,Percent Nonwhite,Percent White,Student poverty rate,"State and local revenue, per pupil, cost adjusted","Local revenue, per pupil, cost adjusted","State revenue, per pupil, cost adjusted","State and local revenue, cost adjusted","Local revenue, cost adjusted","State revenue, cost adjusted",Median household income,Median property value
Alabama,100185,Saraland City School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,953",20%,80%,17%,"$9,115.00","$3,893.00","$5,222.00","$26,915,183.00","$11,495,288.00","$15,419,895.00","$54,471.00","$135,600.00"
Alabama,100189,Satsuma City School District,yes,yes,no,Concentrated white,high poverty,21-Suburb: Large,"1,308",14%,86%,21%,"$9,197.00","$3,289.00","$5,907.00","$12,029,319.00","$4,302,618.00","$7,726,702.00","$61,836.00","$152,000.00"
Alabama,102940,Scottsboro City School District,yes,yes,no,Concentrated white,high poverty,32-Town: Distant,"2,536",15%,85%,21%,"$10,469.00","$4,350.00","$6,119.00","$26,548,767.00","$11,031,083.00","$15,517,685.00","$40,722.00","$128,600.00"
Alabama,102970,Selma City School District,yes,yes,yes,Concentrated nonwhite,high poverty,32-Town: Distant,"3,798",98%,2%,58%,"$7,820.00","$2,056.00","$5,764.00","$29,700,975.00","$7,809,317.00","$21,891,658.00","$23,283.00","$90,400.00"
Alabama,103000,Sheffield City School District,yes,no,no,Not concentrated,high poverty,23-Suburb: Small,"1,059",47%,53%,33%,"$11,317.00","$4,636.00","$6,682.00","$11,985,043.00","$4,909,188.00","$7,075,855.00","$33,869.00","$88,900.00"
Alabama,103030,Shelby County School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"20,064",26%,74%,9%,"$9,461.00","$4,302.00","$5,160.00","$189,833,166.00","$86,307,538.00","$103,525,628.00","$69,569.00","$188,200.00"
Alabama,103062,St. Clair County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"9,056",16%,84%,16%,"$8,205.00","$2,372.00","$5,833.00","$74,301,604.00","$21,481,283.00","$52,820,321.00","$56,833.00","$139,600.00"
Alabama,103090,Sumter County School District,yes,yes,yes,Concentrated nonwhite,high poverty,43-Rural: Remote,"1,593",99%,1%,44%,"$10,273.00","$2,937.00","$7,336.00","$16,364,130.00","$4,678,261.00","$11,685,870.00","$20,428.00","$73,400.00"
Alabama,103120,Sylacauga City School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,"2,256",43%,57%,24%,"$9,073.00","$2,961.00","$6,112.00","$20,467,742.00","$6,679,570.00","$13,788,172.00","$34,568.00","$117,000.00"
Alabama,103150,Talladega City School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"2,051",69%,31%,28%,"$9,641.00","$2,952.00","$6,689.00","$19,773,118.00","$6,053,763.00","$13,719,355.00","$29,074.00","$83,500.00"
Alabama,103180,Talladega County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant,"7,777",37%,63%,21%,"$9,282.00","$3,489.00","$5,793.00","$72,183,871.00","$27,135,484.00","$45,048,387.00","$39,589.00","$87,100.00"
Alabama,103210,Tallapoosa County School District,yes,no,no,Not concentrated,high poverty,42-Rural: Distant,"2,894",31%,69%,23%,"$9,363.00","$4,070.00","$5,294.00","$27,097,665.00","$11,778,132.00","$15,319,533.00","$44,559.00","$104,000.00"
Alabama,103240,Tallassee City School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"1,854",31%,69%,23%,"$8,809.00","$2,970.00","$5,838.00","$16,331,230.00","$5,506,835.00","$10,824,395.00","$51,097.00","$105,800.00"
Alabama,103270,Tarrant City School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,"1,174",95%,5%,42%,"$8,409.00","$2,828.00","$5,581.00","$9,871,921.00","$3,320,197.00","$6,551,724.00","$26,800.00","$72,900.00"
Alabama,103300,Thomasville City School District,yes,no,no,Not concentrated,high poverty,33-Town: Remote,"1,339",47%,53%,28%,"$9,445.00","$2,987.00","$6,458.00","$12,647,186.00","$4,000,000.00","$8,647,186.00","$38,315.00","$107,100.00"
Alabama,103330,Troy City School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,"1,981",70%,30%,38%,"$9,493.00","$4,315.00","$5,178.00","$18,805,031.00","$8,548,218.00","$10,256,813.00","$28,148.00","$150,900.00"
Alabama,100013,Trussville City School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,456",16%,84%,8%,"$10,022.00","$5,100.00","$4,923.00","$44,659,113.00","$22,724,138.00","$21,934,975.00","$84,198.00","$233,500.00"
Alabama,103360,Tuscaloosa City School District,yes,yes,yes,Concentrated nonwhite,high poverty,13-City: Small,"10,418",78%,22%,29%,"$10,828.00","$5,890.00","$4,937.00","$112,801,255.00","$61,364,017.00","$51,437,238.00","$40,673.00","$170,400.00"
Alabama,103390,Tuscaloosa County School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size,"18,352",37%,63%,17%,"$9,110.00","$3,545.00","$5,565.00","$167,195,607.00","$65,059,623.00","$102,135,983.00","$53,984.00","$155,900.00"
Alabama,103420,Tuscumbia City School District,yes,no,no,Not concentrated,high poverty,23-Suburb: Small,"1,527",28%,72%,23%,"$9,253.00","$3,474.00","$5,779.00","$14,129,274.00","$5,304,487.00","$8,824,786.00","$47,500.00","$102,300.00"
Alabama,103430,Vestavia Hills City School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"7,015",19%,81%,5%,"$10,401.00","$5,949.00","$4,452.00","$72,959,606.00","$41,729,064.00","$31,230,542.00","$93,178.00","$346,600.00"
Alabama,103450,Walker County School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"7,827",10%,90%,28%,"$8,755.00","$2,973.00","$5,782.00","$68,527,924.00","$23,272,919.00","$45,255,005.00","$36,616.00","$76,200.00"
Alabama,103480,Washington County School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,"2,936",38%,62%,24%,"$8,865.00","$3,012.00","$5,853.00","$26,026,230.00","$8,842,623.00","$17,183,607.00","$40,293.00","$81,100.00"
Alabama,103510,Wilcox County School District,yes,yes,yes,Concentrated nonwhite,high poverty,43-Rural: Remote,"1,795",99%,1%,46%,"$9,829.00","$2,669.00","$7,160.00","$17,642,369.00","$4,790,433.00","$12,851,936.00","$24,442.00","$81,600.00"
Alabama,103540,Winfield City School District,yes,yes,no,Concentrated white,high poverty,43-Rural: Remote,"1,266",10%,90%,20%,"$9,783.00","$3,388.00","$6,396.00","$12,385,714.00","$4,289,011.00","$8,096,703.00","$41,264.00","$116,600.00"
Alabama,103580,Winston County School District,yes,yes,no,Concentrated white,high poverty,43-Rural: Remote,"2,449",2%,98%,24%,"$10,257.00","$3,470.00","$6,787.00","$25,120,176.00","$8,498,346.00","$16,621,830.00","$35,204.00","$79,900.00"
Alaska,200050,Alaska Gateway School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,378,65%,35%,20%,"$18,289.00",$202.00,"$18,087.00","$6,913,076.00","$76,342.00","$6,836,735.00","$49,148.00","$126,700.00"
Alaska,200010,Aleutian Region School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,35,91%,9%,45%,"$28,407.00","$1,175.00","$27,231.00","$994,228.00","$41,126.00","$953,102.00","$57,500.00","$52,500.00"
Alaska,200007,Aleutians East Borough School District,yes,yes,no,Concentrated nonwhite,low poverty,43-Rural: Remote,240,88%,12%,11%,"$20,003.00","$3,742.00","$16,261.00","$4,800,784.00","$898,039.00","$3,902,745.00","$65,926.00","$124,500.00"
Alaska,200180,Anchorage School District,yes,no,no,Not concentrated,low poverty,11-City: Large,"48,324",57%,43%,9%,"$9,299.00","$3,243.00","$6,056.00","$449,378,066.00","$156,704,185.00","$292,673,882.00","$80,862.00","$298,000.00"
Alaska,200020,Bering Strait School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,"1,895",99%,1%,32%,"$15,133.00","$1,256.00","$13,877.00","$28,677,147.00","$2,379,601.00","$26,297,546.00","$37,818.00","$90,300.00"
Alaska,200030,Bristol Bay Borough School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,132,66%,34%,14%,"$20,089.00","$8,850.00","$11,238.00","$2,651,727.00","$1,168,259.00","$1,483,468.00","$88,000.00","$199,000.00"
Alaska,200730,Chatham School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,172,56%,44%,30%,"$18,794.00",$501.00,"$18,293.00","$3,232,647.00","$86,194.00","$3,146,453.00","$53,603.00","$251,000.00"
Alaska,200800,Chugach School District,yes,no,no,Not concentrated,high poverty,11-City: Large,363,32%,68%,38%,"$9,209.00","$2,127.00","$7,082.00","$3,342,713.00","$772,006.00","$2,570,707.00","$45,469.00","$98,200.00"
Alaska,200070,Copper River School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,426,54%,46%,17%,"$13,154.00",$357.00,"$12,798.00","$5,603,801.00","$152,047.00","$5,451,754.00","$48,125.00","$155,100.00"
Alaska,200060,Cordova City School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,368,51%,49%,4%,"$13,057.00","$3,969.00","$9,088.00","$4,804,825.00","$1,460,526.00","$3,344,298.00","$107,771.00","$299,500.00"
Alaska,200090,Craig City School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,523,36%,64%,30%,"$8,922.00","$1,196.00","$7,726.00","$4,666,143.00","$625,295.00","$4,040,848.00","$62,500.00","$210,900.00"
Alaska,200100,Delta/Greely School District,yes,yes,no,Concentrated white,low poverty,43-Rural: Remote,777,19%,81%,14%,"$11,649.00",$217.00,"$11,432.00","$9,051,398.00","$168,556.00","$8,882,842.00","$75,739.00","$237,200.00"
Alaska,200770,Denali Borough School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,872,35%,65%,8%,"$8,271.00","$1,959.00","$6,312.00","$7,211,968.00","$1,708,003.00","$5,503,965.00","$81,302.00","$228,600.00"
Alaska,200120,Dillingham City School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,455,88%,12%,22%,"$15,661.00","$3,422.00","$12,239.00","$7,125,658.00","$1,556,810.00","$5,568,849.00","$71,146.00","$255,500.00"
Alaska,200600,Fairbanks North Star Borough School District,yes,no,no,Not concentrated,low poverty,23-Suburb: Small,"13,901",40%,60%,9%,"$10,995.00","$3,190.00","$7,804.00","$152,837,997.00","$44,349,779.00","$108,488,218.00","$73,831.00","$224,000.00"
Alaska,200130,Galena City School District,yes,yes,no,Concentrated white,low poverty,23-Suburb: Small,"4,329",23%,77%,14%,"$5,443.00",$233.00,"$5,210.00","$23,563,402.00","$1,007,593.00","$22,555,809.00","$70,536.00","$117,400.00"
Alaska,200270,Haines Borough School District,yes,yes,no,Concentrated white,low poverty,43-Rural: Remote,281,23%,77%,14%,"$13,483.00","$4,755.00","$8,728.00","$3,788,652.00","$1,336,170.00","$2,452,482.00","$53,125.00","$198,400.00"
Alaska,200300,Hoonah City School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,116,87%,13%,33%,"$20,904.00","$4,333.00","$16,571.00","$2,424,867.00","$502,670.00","$1,922,197.00","$59,167.00","$167,900.00"
Alaska,200330,Hydaburg City School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,88,97%,3%,35%,"$20,505.00","$3,303.00","$17,202.00","$1,804,399.00","$290,652.00","$1,513,747.00","$31,500.00","$88,600.00"
Alaska,200520,Iditarod Area School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,310,66%,34%,23%,"$16,053.00",$509.00,"$15,544.00","$4,976,462.00","$157,935.00","$4,818,527.00","$38,750.00","$83,200.00"
Alaska,200210,Juneau Borough School District,yes,no,no,Not concentrated,low poverty,33-Town: Remote,"4,851",50%,50%,8%,"$11,413.00","$4,248.00","$7,165.00","$55,365,287.00","$20,607,117.00","$34,758,170.00","$87,436.00","$329,500.00"
Alaska,200360,Kake City School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,108,90%,10%,27%,"$17,704.00","$1,404.00","$16,300.00","$1,912,019.00","$151,610.00","$1,760,408.00","$48,500.00","$128,600.00"
Alaska,200005,Kashunamiut School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,333,100%,0%,44%,"$11,394.00","$1,151.00","$10,243.00","$3,794,187.00","$383,346.00","$3,410,841.00","$41,417.00","$89,200.00"
Alaska,200390,Kenai Peninsula Borough School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,"8,992",27%,73%,14%,"$12,436.00","$4,167.00","$8,270.00","$111,827,096.00","$37,465,569.00","$74,361,527.00","$64,891.00","$229,200.00"
Alaska,200150,Ketchikan Gateway Borough School District,yes,no,no,Not concentrated,low poverty,33-Town: Remote,"2,340",49%,51%,11%,"$11,627.00","$2,919.00","$8,708.00","$27,206,419.00","$6,829,322.00","$20,377,097.00","$64,162.00","$257,100.00"
Alaska,200450,Klawock City School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,116,82%,18%,23%,"$20,296.00","$2,086.00","$18,210.00","$2,354,281.00","$241,948.00","$2,112,333.00","$40,000.00","$155,900.00"
Alaska,200480,Kodiak Island Borough School District,yes,no,no,Not concentrated,low poverty,33-Town: Remote,"2,434",62%,38%,8%,"$13,340.00","$3,408.00","$9,932.00","$32,468,588.00","$8,294,161.00","$24,174,427.00","$73,068.00","$266,700.00"
Alaska,200760,Kuspuk School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,410,98%,2%,34%,"$15,182.00","$1,483.00","$13,699.00","$6,224,666.00","$608,013.00","$5,616,654.00","$44,375.00","$177,800.00"
Alaska,200485,Lake and Peninsula Borough School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,341,89%,11%,32%,"$34,096.00","$11,851.00","$22,245.00","$11,626,745.00","$4,041,146.00","$7,585,599.00","$43,864.00","$143,800.00"
Alaska,200001,Lower Kuskokwim School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,"4,293",97%,3%,30%,"$16,287.00","$3,739.00","$12,548.00","$69,921,445.00","$16,051,060.00","$53,870,385.00","$55,625.00","$150,200.00"
Alaska,200003,Lower Yukon School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,"2,030",100%,0%,44%,"$13,400.00",$446.00,"$12,953.00","$27,201,100.00","$905,734.00","$26,295,365.00","$36,771.00","$98,700.00"
Alaska,200510,Matanuska-Susitna Borough School District,yes,no,no,Not concentrated,low poverty,32-Town: Distant,"18,742",28%,72%,9%,"$10,574.00","$2,508.00","$8,066.00","$198,173,979.00","$47,005,295.00","$151,168,684.00","$73,908.00","$230,100.00"
Alaska,200006,Mount Edgecumbe High School Agency,yes,yes,no,Concentrated nonwhite,,41-Rural: Fringe,426,88%,12%,,"$14,464.00",$15.00,"$14,448.00","$6,161,550.00","$6,579.00","$6,154,971.00",,
Alaska,200540,Nenana City School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,"1,090",43%,57%,13%,"$6,690.00",$120.00,"$6,570.00","$7,291,572.00","$130,600.00","$7,160,972.00","$45,000.00","$93,800.00"
Alaska,200570,Nome School District,yes,yes,no,Concentrated nonwhite,low poverty,33-Town: Remote,715,88%,12%,18%,"$15,320.00","$3,422.00","$11,898.00","$10,953,988.00","$2,447,086.00","$8,506,902.00","$78,507.00","$209,700.00"
Alaska,200610,North Slope Borough School District,yes,yes,no,Concentrated nonwhite,low poverty,43-Rural: Remote,"2,047",98%,2%,13%,"$23,185.00","$14,896.00","$8,288.00","$47,459,016.00","$30,492,548.00","$16,966,468.00","$72,027.00","$154,100.00"
Alaska,200625,Northwest Arctic Borough School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,"2,173",97%,3%,33%,"$19,070.00","$3,763.00","$15,308.00","$41,439,722.00","$8,176,198.00","$33,263,524.00","$61,341.00","$146,400.00"
Alaska,200630,Pelican City School District,yes,no,no,Not concentrated,high poverty,43-Rural: Remote,14,43%,57%,27%,"$30,293.00","$1,417.00","$28,877.00","$424,104.00","$19,832.00","$404,272.00","$53,500.00","$225,000.00"
Alaska,200660,Petersburg Borough School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,459,28%,72%,12%,"$14,627.00","$3,204.00","$11,422.00","$6,713,653.00","$1,470,849.00","$5,242,804.00","$63,940.00","$213,400.00"
Alaska,200670,Pribilof School District,yes,yes,no,Concentrated nonwhite,low poverty,43-Rural: Remote,82,98%,2%,7%,"$20,058.00","$4,053.00","$16,006.00","$1,644,767.00","$332,315.00","$1,312,452.00","$59,375.00","$85,800.00"
Alaska,200240,Sitka School District,yes,no,no,Not concentrated,low poverty,33-Town: Remote,"1,334",49%,51%,8%,"$13,074.00","$4,440.00","$8,633.00","$17,440,058.00","$5,923,246.00","$11,516,813.00","$70,160.00","$341,600.00"
Alaska,200690,Skagway School District,yes,yes,no,Concentrated white,low poverty,43-Rural: Remote,108,21%,79%,8%,"$20,578.00","$12,785.00","$7,794.00","$2,222,465.00","$1,380,744.00","$841,721.00","$64,853.00","$305,700.00"
Alaska,200700,Southeast Island School District,yes,yes,no,Concentrated white,low poverty,43-Rural: Remote,184,24%,76%,13%,"$28,322.00","$1,422.00","$26,901.00","$5,211,312.00","$261,587.00","$4,949,725.00","$52,386.00","$226,300.00"
Alaska,200710,Southwest Region School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,591,99%,1%,38%,"$15,156.00",$696.00,"$14,459.00","$8,957,111.00","$411,588.00","$8,545,523.00","$39,917.00","$121,100.00"
Alaska,200680,St. Marys City School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,213,99%,1%,38%,"$15,763.00","$1,070.00","$14,693.00","$3,357,423.00","$227,808.00","$3,129,615.00","$43,125.00","$121,100.00"
Alaska,200715,Tanana City School District,yes,yes,no,Concentrated nonwhite,low poverty,43-Rural: Remote,37,97%,3%,15%,"$29,428.00","$2,709.00","$26,719.00","$1,088,838.00","$100,228.00","$988,610.00","$45,313.00","$52,500.00"
Alaska,200720,Unalaska City School District,yes,yes,no,Concentrated nonwhite,low poverty,43-Rural: Remote,378,77%,23%,4%,"$18,670.00","$8,905.00","$9,766.00","$7,057,296.00","$3,365,928.00","$3,691,367.00","$92,083.00","$339,900.00"
Alaska,200780,Valdez City School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,642,35%,65%,5%,"$19,473.00","$12,502.00","$6,971.00","$12,501,462.00","$8,026,316.00","$4,475,146.00","$80,357.00","$189,000.00"
Alaska,200810,Wrangell School District,yes,no,no,Not concentrated,low poverty,43-Rural: Remote,274,54%,46%,16%,"$13,312.00","$2,009.00","$11,303.00","$3,647,554.00","$550,459.00","$3,097,095.00","$52,986.00","$183,300.00"
Alaska,200840,Yakutat School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,85,75%,25%,32%,"$18,168.00","$5,709.00","$12,459.00","$1,544,285.00","$485,238.00","$1,059,046.00","$66,875.00","$165,800.00"
Alaska,200775,Yukon Flats School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,261,99%,1%,31%,"$22,410.00",$364.00,"$22,046.00","$5,848,899.00","$94,913.00","$5,753,986.00","$28,472.00","$85,300.00"
Alaska,200862,Yukon-Koyukuk School District,yes,no,no,Not concentrated,high poverty,23-Suburb: Small,"1,591",42%,58%,31%,"$7,496.00",$218.00,"$7,278.00","$11,926,362.00","$347,570.00","$11,578,792.00","$37,391.00","$97,100.00"
Alaska,200004,Yupiit School District,yes,yes,no,Concentrated nonwhite,high poverty,43-Rural: Remote,461,98%,2%,41%,"$13,634.00","$1,421.00","$12,213.00","$6,285,153.00","$655,145.00","$5,630,008.00","$31,477.00","$86,800.00"
Arizona,400450,Agua Fria Union High School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size,"7,629",64%,36%,12%,"$7,003.00","$4,033.00","$2,971.00","$53,429,207.00","$30,765,806.00","$22,663,402.00","$68,907.00","$228,000.00"
